Name,Link,Distributer,Developer,Release Date,Also On,Summary,Metascore,Meta Status,# of Critic Reviews,Critic Positive,Critic Mixed,Critic Negative,Userscore,Userscore Status,# of User Reviews,User Positive,User Mixed,User Negative,Genres,# Of Players,Rating,Awards
hardspace-shipbreaker,https://www.metacritic.com/game/pc/hardspace-shipbreaker,Focus Home Interactive,Blackbird Interactive,24-May-22,"PlayStation 5, Xbox Series X","Equipped with cutting-edge salvaging tech, carve & slice spaceships to recover valuable materials. Upgrade your gear to take on more lucrative contracts and pay your billion credits debt to LYNX Corp!",82,generally favorable reviews,33,28,5,0,7.7,generally favorable reviews,36,9,2,1,"Simulation, General, Virtual, Career",No Online Multiplayer,E,#58 Best PC Game of 2022
football-manager-2023,https://www.metacritic.com/game/pc/football-manager-2023,"Sega , Sega Europe",Sports Interactive,8-Nov-22,"iPhone/iPad, PlayStation 5, Switch, Xbox One, Xbox Series X","
In Football Manager 2023, it's not just about picking tactics or crafting a team. It's about taking on challenges and breaking new ground as you establish your own style.

Delve into unrivalled depth and detail as you take charge at your club. You'll join the elite by writing your own headlines, earning the love and respect of the fans and dominating the competition. Collapse",82,generally favorable reviews,31,26,5,0,7,mixed or average reviews,23,5,0,3,"Sports, Team, Soccer, Management",No Online Multiplayer,E,#59 Best PC Game of 2022
dragon-age-ii,https://www.metacritic.com/game/pc/dragon-age-ii,Electronic Arts,BioWare,8-Mar-11,"PlayStation 3, Xbox 360",EA announced that a new installment in the Dragon Age series will arrive in the first quarter of 2011.,82,generally favorable reviews,45,38,7,0,4.7,generally unfavorable reviews,5024,374,310,1030,"Role-Playing, PC-style RPG, Action RPG",No Online Multiplayer,M,"#35 Best PC Game of 2011
#5 Most Discussed PC Game of 2011
#18 Most Shared PC Game of 2011"
lost-in-play,https://www.metacritic.com/game/pc/lost-in-play,"HappyJuice Games , Joystick Ventures",HappyJuice Games,10-Aug-22,Switch,"Go on a feel-good adventure with a brother and sister as they explore dreamscapes and befriend magical creatures. Lost in their imagination, Toto and Gal must stick together and solve puzzles to journey back home. This whimsical puzzle adventure game will make you feel like you're playing a cartoon! Collapse",82,generally favorable reviews,8,8,0,0,7.6,generally favorable reviews,16,5,1,1,"Adventure, General",No Online Multiplayer,,#60 Best PC Game of 2022
the-ramp,https://www.metacritic.com/game/pc/the-ramp,Hyperparadise,Hyperparadise,3-Aug-21,Switch,"
You crave for flow? You just want to shred through a halfpipe without all the boring stuff? Say no more, The Ramp is your jam!

The Ramp captures the unparalleled feeling of real life vert skateboarding and that's pretty much it. There is a lot this game doesn't feature. What it offers you are the 15 minutes of flow that make a boring day great, at the price of a medium sized cinnamon pistachio latte to go. Collapse",82,generally favorable reviews,8,7,1,0,tbd,no user score yet,3,0,0,0,"Sports, Individual, Skate / Skateboard",No Online Multiplayer,,#50 Best PC Game of 2021
batbarian-testament-of-the-primordials,https://www.metacritic.com/game/pc/batbarian-testament-of-the-primordials,DANGEN Entertainment,Unspeakable Pixels,15-Oct-20,"PlayStation 4, Switch, Xbox One","Batbarian: Testament of the Primordials is a snarky action-adventure puzzle game with a good dose of humor. Explore hundreds of secret-filled rooms, fight big bosses, gather companions for your party and use the powers of Pip -your bat buddy- to solve puzzles and escape the eldritch abyss.",82,generally favorable reviews,8,8,0,0,8.8,generally favorable reviews,12,6,0,1,"Action Adventure, General",No Online Multiplayer,,#44 Best PC Game of 2020
the-banner-saga-3,https://www.metacritic.com/game/pc/the-banner-saga-3,Versus Evil,Stoic,26-Jul-18,"PlayStation 4, Switch, Xbox One","The Banner Saga 3 is the epic conclusion to a sweeping viking saga six years in the making. This strategic RPG, acclaimed for its strong story and compelling characters has has won over 20 awards and been nominated for 4 BAFTA awards.",82,generally favorable reviews,51,45,6,0,8.1,generally favorable reviews,139,9,7,2,"Strategy, Turn-Based, Tactics",No Online Multiplayer,T,"#42 Best PC Game of 2018
#22 Most Shared PC Game of 2018"
pyre,https://www.metacritic.com/game/pc/pyre,Supergiant Games,Supergiant Games,25-Jul-17,PlayStation 4,"Pyre is a party-based RPG in which you lead a band of exiles to freedom through an ancient competition spread across a vast, mystical purgatory.",82,generally favorable reviews,27,23,4,0,8,generally favorable reviews,211,24,8,3,"Role-Playing, General",,,"#49 Best PC Game of 2017
#74 Most Discussed PC Game of 2017"
endless-legend,https://www.metacritic.com/game/pc/endless-legend,"Iceberg Interactive , Amplitude Studios",Amplitude Studios,24-Apr-14,,Endless Legend is a 4X turn-based fantasy strategy game by the creators of Endless Space and Dungeon of the Endless. Create your own Legend.,82,generally favorable reviews,37,34,3,0,8,generally favorable reviews,555,84,22,14,"Strategy, Turn-Based, General, 4X",8,,"#38 Best PC Game of 2014
#48 Most Discussed PC Game of 2014
#16 Most Shared PC Game of 2014"
tom-clancys-ghost-recon-island-thunder,https://www.metacritic.com/game/pc/tom-clancys-ghost-recon-island-thunder,Ubisoft,Red Storm Entertainment,25-Sep-02,,"Cuba, 2009: Castro is dead, and the first free Cuban elections in decades are thrown into turmoil by a drug-funded warlord. The Ghosts, an elite team of U.S. Army Green Berets, are sent to Cuba as part of a UN peacekeeping force to destroy the rebel forces and their mercenary leaders and secure the elections for a free Cuba. [Ubi Soft] Collapse",82,generally favorable reviews,16,13,3,0,6.8,mixed or average reviews,19,2,0,0,"Action, Shooter, Shooter, First-Person, Tactical, Modern, Modern",,M,#36 Best PC Game of 2002
sid-meiers-antietam!,https://www.metacritic.com/game/pc/sid-meiers-antietam!,Firaxis Games,Firaxis Games,10-Dec-99,,"Command Your Troops: Attack from the trees to protect your brigade,rally around a General for a quicker recovery, entrench your troops as your cannons blast the hillside, and much, much more with just a click of the mouse! Historically Accurate Battle Maps: Detailed 3D landscapes of Pennsylvania 's rolling hills, Maryland 's lush greenery, and the extensive South Mountain range extending from the Potomac River and running the boundary of eastern Maryland into Pennsylvania. Sophisticated Gameplay: As you lead your troops into battle watch as the brilliant AI system reacts to your commands as if a real Civil War General is countering your movements at every turn. Changing your strategy as need be is crucial to your success since the same tactics against your enemy will not work every time. Infinite Replayability: A random scenario generator provides endless possibilities for strategies and outcomes as you manipulate your troops at Gettysburg, Antietam, and South Mountain. [Firaxis] Collapse",82,generally favorable reviews,12,9,3,0,5,mixed or average reviews,5,1,0,0,"Strategy, Real-Time, General, General",18,E,"#9 Best PC Game of 1999
#14 Most Discussed PC Game of 1999"
stalker-shadow-of-chernobyl,https://www.metacritic.com/game/pc/stalker-shadow-of-chernobyl,THQ,GSC Game World,20-Mar-07,,"The player will become a stalker, a guy who earns money from shoveling embers out of infernal oven of Chernobyl Zone. Returning from the radioactivity-blazing Zone, he will sell anomalous formations to underground dealers and scientists in research camps on the Zone border. With the money procured, the player will purchase equipment, weapons and protective suits allowing him to reach previously inaccessible areas. This is a role-playing game without growing experience of your character, without changing characteristics and levels. We want the player to develop his real mastery, moreover Stalker is an FPS/RPG game and much depends on his ability to fight. [GSC Game World] Collapse",82,generally favorable reviews,44,37,7,0,8.4,generally favorable reviews,1854,285,59,54,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",,M,"#33 Best PC Game of 2007
#7 Most Discussed PC Game of 2007
#8 Most Shared PC Game of 2007"
creaks,https://www.metacritic.com/game/pc/creaks,Amanita Design,Amanita Design,22-Jul-20,"iPhone/iPad, PlayStation 4, Switch, Xbox One","Just a few minutes into Creaks, you will bump into some strange barking creatures in the mansion＊s dark corridors. But are they as dangerous as they seem? Try to get them trapped under a beam of light and take a closer look. You may find out that what felt dangerous is a simple night table. Turning these creatures into ordinary objects is the key gameplay mechanic, along with pulling levers, stepping on pressure plates, and manipulating the environment to outsmart your enemies. [Radim Jurda] Collapse",82,generally favorable reviews,18,15,3,0,8.2,generally favorable reviews,70,10,6,1,"Adventure, General",No Online Multiplayer,,#45 Best PC Game of 2020
kero-blaster,https://www.metacritic.com/game/pc/kero-blaster,Studio Pixel,Studio Pixel,11-May-14,"iPhone/iPad, PlayStation 4, Switch","A classically-styled 2D side scrolling action game packed with adventure. You are a bipedal frog and a master of the Custodial Sciences, charged with the unenviable task of ridding your company's teleporters of strange black creatures. Fight for your life through a menagerie of unique monsters while getting your hands on exciting new tools of the trade. Collapse",82,generally favorable reviews,14,13,0,1,7.2,mixed or average reviews,45,4,0,1,"General, Action, Platformer, Shooter, 2D, Scrolling, Shoot-'Em-Up, Vertical",No Online Multiplayer,,#39 Best PC Game of 2014
monday-night-combat,https://www.metacritic.com/game/pc/monday-night-combat,Uber Entertainment,Uber Entertainment,24-Jan-11,Xbox 360,"Monday Night Combat is a class-based, third-person shooter and the most popular lethal sport of the future! It blends intense combat, finishing moves, and gameshow-like challenges and rewards to produce an action experience unlike any other. Why fight for honor or duty when you can fight for the real American dream: cash, fame and endorsements? Collapse",82,generally favorable reviews,10,9,1,0,7.1,mixed or average reviews,67,10,8,4,"Action, Shooter, Shooter, Third-Person, Modern, Modern, Arcade",1,T,#36 Best PC Game of 2011
gloomhaven,https://www.metacritic.com/game/pc/gloomhaven,Asmodee,Flaming Fowl Studios,20-Oct-21,,"Whether you are drawn to Gloomhaven by the call of adventure or by an avid desire for gold glimmering in the dark, your fate will surely be the same. Gloomhaven, the digital adaptation of the acclaimed board game, mixes Tactical-RPG and dungeon-crawling.",82,generally favorable reviews,13,10,3,0,6.8,mixed or average reviews,39,12,3,5,"Strategy, Miscellaneous, Turn-Based, Board / Card Game, Tactics",4,,"#51 Best PC Game of 2021
#100 Most Discussed PC Game of 2021"
videoball,https://www.metacritic.com/game/pc/videoball,"Iron Galaxy Studios , Midnight City",Action Button Entertainment,12-Jul-16,"PlayStation 4, Xbox One","VIDEOBALL is an abstract minimalist electronic sport. It is casual in that it uses only one stick and one button and you can play it while hanging out with your friends who do not normally play games. It is hardcore in that if you are good at it you and your opponents will scream and you will scream too, because your opponents are screaming. Collapse",82,generally favorable reviews,8,7,1,0,7.5,generally favorable reviews,8,2,0,0,"Sports, General",,,#54 Best PC Game of 2016
the-vale-shadow-of-the-crown,https://www.metacritic.com/game/pc/the-vale-shadow-of-the-crown,Falling Squirrel,Falling Squirrel,19-Aug-21,Xbox One,CLOSE YOUR EYES. BECOME A WARRIOR: Feel your enemy＊s rasping breath; a foot shifts on swampy ground; the crack of steel on wooden shield. The Vale is an audio based action adventure that sets out to breathe new life into medieval combat and fantasy narrative.,82,generally favorable reviews,10,8,2,0,8.1,generally favorable reviews,8,4,1,1,"Action Adventure, General",,,#52 Best PC Game of 2021
the-wolf-among-us-episode-3---a-crooked-mile,https://www.metacritic.com/game/pc/the-wolf-among-us-episode-3---a-crooked-mile,Telltale Games,Telltale Games,8-Apr-14,"iPhone/iPad, PlayStation 3, Xbox 360","After discovering damning evidence at a bloody crime scene, Bigby is situated just steps behind the prime suspect of a horrific murder, but he＊s not the only one; other forces in Fabletown will stop at nothing to protect their interests. Every decision matters and time is ticking in this third episode of The Wolf Among Us. Collapse",82,generally favorable reviews,38,31,7,0,8.2,generally favorable reviews,316,19,2,1,"Fantasy, Action Adventure, Adventure, General, Fantasy, Point-and-Click",,M,#40 Best PC Game of 2014
outer-wilds-echoes-of-the-eye,https://www.metacritic.com/game/pc/outer-wilds-echoes-of-the-eye,Annapurna Interactive,"Mobius Digital, LLC",28-Sep-21,"PlayStation 4, Switch, Xbox One","A strange satellite photo that can＊t be explained. A new museum exhibit that marks the trailhead for one last journey into the wilds. Should you pull at the thread and unravel the solar system＊s deepest secret, or is some knowledge better left in the dark? Welcome to the Space Program! You're the newest recruit of Outer Wilds Ventures, a fledgling space program searching for answers in a strange, constantly evolving solar system. What lurks in the heart of the ominous Dark Bramble? Who built the alien ruins on the Moon? Can the endless time loop be stopped? Answers await you in the most dangerous reaches of space. Collapse",82,generally favorable reviews,8,7,1,0,9,universal acclaim,43,12,2,1,"Action Adventure, Open-World",No Online Multiplayer,,#53 Best PC Game of 2021
the-sims-4-eco-lifestyle,https://www.metacritic.com/game/pc/the-sims-4-eco-lifestyle,Electronic Arts,Maxis,5-Jun-20,"PlayStation 4, Xbox One","Ready for your Sims to impact their world? Move into a community of fellow collaborative makers in The Sims 4 Eco Lifestyle Expansion Pack!* Play to change and make a difference in the new world of Evergreen Harbor. Help your new neighbors decide on a Community Space Project, reduce your eco footprint, and watch your neighborhood transform. You＊ll be surprised by what happens when your Sims start making the rules. [EA] Collapse",82,generally favorable reviews,10,9,1,0,3.5,generally unfavorable reviews,28,1,3,4,"Simulation, Virtual, Virtual Life",No Online Multiplayer,T,#46 Best PC Game of 2020
wandersong,https://www.metacritic.com/game/pc/wandersong,Dumb and Fat Games,Dumb and Fat Games,27-Sep-18,"PlayStation 4, Switch, Xbox One","A musical adventure where you use singing to save the world! Play as a silly bard who embarks on a globe-trotting journey to learn about the mysterious Earthsong, said to prevent the universe＊s imminent end. It's up to you to sing your songs, unlock the world's secrets and make new friends!",82,generally favorable reviews,7,6,1,0,8.1,generally favorable reviews,41,12,2,1,"Action, Platformer, 2D",No Online Multiplayer,E10+,#43 Best PC Game of 2018
airborne-assault-red-devils-over-arnhem,https://www.metacritic.com/game/pc/airborne-assault-red-devils-over-arnhem,Battlefront.com,Panther Games,17-Jun-02,,Take part in the biggest Airborne operation in history! Can your British "Red Devils" seize and hold the Rhine crossings and end the war before Christmas 1944? Or can your desperate German forces resist the onslaught and eliminate this threat to the German heartland?,82,generally favorable reviews,8,6,2,0,7.3,mixed or average reviews,6,0,0,0,"Strategy, Real-Time, Wargame, Turn-Based, General",12,E,#37 Best PC Game of 2002
fallout-tactics-brotherhood-of-steel,https://www.metacritic.com/game/pc/fallout-tactics-brotherhood-of-steel,Interplay,14 Degrees East,14-Mar-01,,"This latest entry in the post-nuclear ""Fallout"" series is not the third chronological installment, but rather a spin-off that takes place between the first two episodes and which shifts the focus of the series from its original RPG, story-based roots in favor of strategic, tactical, squad-based combat. Collapse",82,generally favorable reviews,25,21,4,0,7.7,generally favorable reviews,255,19,9,1,"Role-Playing, Action RPG, Action RPG",,M,"#36 Best PC Game of 2001
#24 Most Discussed PC Game of 2001
#18 Most Shared PC Game of 2001"
need-for-speed-underground-2,https://www.metacritic.com/game/pc/need-for-speed-underground-2,Electronic Arts,EA Canada,9-Nov-04,,"Need for Speed Underground 2 challenges gamers to immerse themselves in the tuner culture, exploring an expansive, free-roaming city divided into five distinct neighborhoods. Gamers encounter rival racers who initiate events, tip players off to the hottest racing spots, and show them where to buy the most sought-after licensed aftermarket upgrades. The game features new game modes, deep new performance customization and tuning, and more than 30 licensed cars. The game also delivers twice the visual customization upgrades as the original game, providing a staggering 70 billion possible car combinations for total automotive self-expression. [Electronic Arts] Collapse",82,generally favorable reviews,31,24,7,0,8.6,generally favorable reviews,878,89,20,7,"Driving, Racing, Simulation, GT / Street, GT / Street, Automobile",No Online Multiplayer,T,"#31 Best PC Game of 2004
#11 Most Discussed PC Game of 2004
#8 Most Shared PC Game of 2004"
nhl-eastside-hockey-manager-2005,https://www.metacritic.com/game/pc/nhl-eastside-hockey-manager-2005,Sega,Sports Interactive,5-Oct-05,,"Enter the world of professional Ice Hockey... Sports Interactive style. Selecting your team from more than 20 leagues around the globe, including the vaunted NHL, you'll strive to become the greatest hockey manager of all time. Build a dynasty for the future as you scout, draft and sign up new talent. You'll also need to enter negotiations to trade players and strengthen your squad. Once you've assembled a winning combination it's time to select tactics and lead your team to victory. wealth of choice, with more than 20 playable leagues from all over the world. A comprehensive database of over 3,000 real teams offering incredible depth. In excess of 32,000 players and members of staff. Updated rules and competition regulations. [Sega Europe] Collapse",82,generally favorable reviews,10,7,3,0,6.6,mixed or average reviews,8,0,0,0,"Sports, Traditional, Team, Ice Hockey, Management, Sim",1,,#32 Best PC Game of 2005
legend-of-grimrock,https://www.metacritic.com/game/pc/legend-of-grimrock,Almost Human,Almost Human,11-Apr-12,iPhone/iPad,"Legend of Grimrock is a dungeon crawling game inspired by oldschool classics of the genre while still bringing its own twists to the game. The game features survival, combat, magic, puzzles and role-playing elements. The player is a prisoner sentenced to death and exiled to the secluded Mount Grimrock for vile crimes he may or may not have committed. Unbeknownst to his captivators, the mountain is riddled with ancient tunnels and dungeons. The player's mission is to form a team and escape by descending through the mountain, level by level. During the journey the player encounters mysterious puzzles, deadly traps, ancient tombs and horrible monsters left behind by crumbled civilizations long perished now. Find out more at http://www.grimrock.net Collapse",82,generally favorable reviews,51,46,5,0,8.1,generally favorable reviews,723,138,22,17,"Role-Playing, General, General",No Online Multiplayer,,"#34 Best PC Game of 2012
#36 Most Discussed PC Game of 2012
#77 Most Shared PC Game of 2012"
world-of-warcraft-dragonflight,https://www.metacritic.com/game/pc/world-of-warcraft-dragonflight,Activision,Blizzard Entertainment,28-Nov-22,,"The dragonflights of Azeroth have returned, called upon to defend their ancestral home, the Dragon Isles. Surging with elemental magic and the life energies of Azeroth, the Isles are awakening once more, and it's up to you to explore their primordial wonder and discover long-forgotten secrets.",82,generally favorable reviews,25,20,5,0,3.6,generally unfavorable reviews,563,97,19,162,"Role-Playing, Massively Multiplayer",,T,"#61 Best PC Game of 2022
#7 Most Discussed PC Game of 2022"
archvale,https://www.metacritic.com/game/pc/archvale,Humble Games,idoz & phops,2-Dec-21,"Switch, Xbox One",Take up your weapon in this RPG bullet-hell world and embark on a journey to right wrongs from long ago. Only you can defeat the evil forces of the Undying guardians and reunite the world with the fabled Archvale.,82,generally favorable reviews,8,6,2,0,7.3,mixed or average reviews,24,7,3,1,"Action, Shooter, Shoot-'Em-Up, Top-Down",No Online Multiplayer,,#54 Best PC Game of 2021
super-hydorah,https://www.metacritic.com/game/pc/super-hydorah,Abylight,Locomalito,20-Sep-17,"iPhone/iPad, PlayStation 4, PlayStation Vita, Switch, Xbox One","Super Hydorah is a nonlinear horizontal shoot em up designed to offer a challenging and memorable experience, sublimating the wisdom and richness of traditional shmup classics. The game has direct action, nostalgic art and a wide variety of unique spatial content and situations. It is hours of intense fun, alone or with your friends, to face the menace of the Meroptians aboard the Delta Lance. Collapse",82,generally favorable reviews,7,6,1,0,7.8,generally favorable reviews,6,0,0,0,"Action, Shooter, Shoot-'Em-Up, Horizontal",,E10+,#50 Best PC Game of 2017
final-fantasy-v-pixel-remaster,https://www.metacritic.com/game/pc/final-fantasy-v-pixel-remaster,Square Enix,"Square Enix, TOSE",10-Nov-21,iPhone/iPad,"
The world of FINAL FANTASY V is on the verge of destruction because the elemental crystals that bring life and prosperity to the lands have lost their power.

The only hope lies in four heroes: Bartz, Princess Lenna of Castle Tycoon, pirate Faris and the mysterious Galuf. Driven together by fate, they set off on a quest that to save the planet itself.

As well as refining the ATB system, FINAL FANTASY V expands your strategic options massively through a greatly expanded job system, which let you customize your characters with 22 different jobs. Collapse",82,generally favorable reviews,14,13,1,0,7.7,generally favorable reviews,15,2,0,1,"Role-Playing, Japanese-Style",No Online Multiplayer,,#55 Best PC Game of 2021
life-is-strange-2-episode-4---faith,https://www.metacritic.com/game/pc/life-is-strange-2-episode-4---faith,Square Enix,DONTNOD Entertainment,22-Aug-19,"PlayStation 4, Xbox One","The saga picks up in a Humboldt County, California hospital room where Sean, gravely wounded, wakes up to find that Daniel is still missing. Under arrest, and facing tough questions from law enforcement, Sean is running out of options. Only quick thinking and unexpected allies can secure his＃ Expand",82,generally favorable reviews,11,10,1,0,5.1,mixed or average reviews,42,4,2,3,"Action Adventure, Adventure, General, 3D, Third-Person",No Online Multiplayer,M,#44 Best PC Game of 2019
dominions-3-the-awakening,https://www.metacritic.com/game/pc/dominions-3-the-awakening,Shrapnel Games,Illwinter Design Group,29-Sep-06,,"Dominions 3: The Awakening, is the follow up to the acclaimed fantasy strategy game, Dominions 2: The Ascension Wars. While that game set the bar for rich, engrossing turn-based fantasy strategy gaming, Dominions 3: The Awakening seeks to raise it once more. Leading one of over fifty possible nations in three different Ages, it is your goal to ascend to true godhood using all the power at your disposal. In a world of magic and steel the options to attain victory are as numerous as the cries of mercy from your vanquished foes. Whether you use military might, eldritch power, or subterfuge (or more likely, a combination of all three) every turn is about options. Recruit troops (more than 1500 units found in the game), assassinate the enemy, scout territory, research magic (600+ spells and 300+ magic items), perform rituals, do a blood hunt, storm a castle, construct, pray, forge - the list goes on. [Shrapnel Games] Collapse",82,generally favorable reviews,8,7,1,0,7.7,generally favorable reviews,49,15,2,3,"Strategy, Turn-Based, Fantasy, General, Fantasy",1,,"#27 Best PC Game of 2006
#54 Most Discussed PC Game of 2006"
bulletstorm,https://www.metacritic.com/game/pc/bulletstorm,Electronic Arts,"Epic Games, People Can Fly",21-Feb-11,"PlayStation 3, Xbox 360","Bulletstorm's array of distinct skillshots produces unprecedented levels of frantic gameplay. The skillshot system rewards players for laying waste to enemies in the most imaginative way possible. The more insane the skillshot, the more points players collect to upgrade and unlock weapons, which in turn allows them to execute even more inventive moves and exaggerated skillshots. Collapse",82,generally favorable reviews,34,30,4,0,7.8,generally favorable reviews,915,120,43,35,"General, Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",,M,"#37 Best PC Game of 2011
#33 Most Discussed PC Game of 2011
#29 Most Shared PC Game of 2011"
nightmare-reaper,https://www.metacritic.com/game/pc/nightmare-reaper,Blazing Bit Games,Blazing Bit Games,28-Mar-22,,Explore the cursed depths of a nightmare while finding powerful weapons and improving your abilities in this retro first person shooter that breaches the wall between the classics and modern sensibilities.,82,generally favorable reviews,11,11,0,0,7.8,generally favorable reviews,12,2,0,0,"Action, Shooter, First-Person, Arcade",No Online Multiplayer,,#62 Best PC Game of 2022
borderlands-2-mr-torgues-campaign-of-carnage,https://www.metacritic.com/game/pc/borderlands-2-mr-torgues-campaign-of-carnage,2K Games,Gearbox Software,20-Nov-12,"PlayStation 3, Xbox 360","Delve into Mr. Torgue＊s Campaign of Carnage and see if you have what it takes to become champion of this brand new storyline in Borderlands 2. Fight for the Big Loot against some of the baddest baddies in Pandora, including hordes of Biker Bandits. Also, take special quests from Tiny Tina, Moxxi and others for extra rewards. And don＊t forget to bring your friends -- those higher levels get very tough. Collapse",82,generally favorable reviews,8,7,1,0,7.3,mixed or average reviews,100,7,5,0,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",,M,#35 Best PC Game of 2012
desktop-dungeons,https://www.metacritic.com/game/pc/desktop-dungeons,QCF Design,QCF Design,17-Oct-10,iPhone/iPad,"Desktop Dungeons is a quick-play roguelike puzzle game that gives you roughly 10 minutes of dungeon-crawling action per serving. It straddles the casual and hardcore boundary in that, while you might die frequently because the game is tricky and unforgiving, it＊s so approachable and quick to get into that you keep wanting just one more. Collapse",82,generally favorable reviews,12,9,3,0,7.6,generally favorable reviews,71,14,0,1,"General, Role-Playing, General, Roguelike",No Online Multiplayer,,"#29 Best PC Game of 2010
#90 Most Discussed PC Game of 2010
#59 Most Shared PC Game of 2010"
fallout-new-vegas---old-world-blues,https://www.metacritic.com/game/pc/fallout-new-vegas---old-world-blues,Bethesda Softworks,Obsidian Entertainment,19-Jul-11,"PlayStation 3, Xbox 360","In Old World Blues, releasing in June, you will discover how some of the Mojave＊s mutated monsters came to be when you unwittingly become a lab rat in a science experiment gone awry. You＊ll need to scour the Pre-War research centers of the Big Empty in search of technology to turn the tables on your kidnappers or join forces with them against an even greater threat. Collapse",82,generally favorable reviews,17,14,3,0,7.7,generally favorable reviews,256,30,11,6,"Role-Playing, First-Person, First-Person, Western-Style",,M,"#38 Best PC Game of 2011
#89 Most Discussed PC Game of 2011"
crusader-kings-ii,https://www.metacritic.com/game/pc/crusader-kings-ii,Paradox Interactive,Paradox Development Studio,14-Feb-12,,"In Crusader Kings II, you will get to control one of the great Christian dynasties of the West, attempt to conquer all of Europe, and liberate the Holy Land.",82,generally favorable reviews,31,27,4,0,8.7,generally favorable reviews,996,199,17,17,"Strategy, Real-Time, Historic, General, Historic",,T,"#36 Best PC Game of 2012
#31 Most Discussed PC Game of 2012
#6 Most Shared PC Game of 2012"
tainted-grail-conquest,https://www.metacritic.com/game/pc/tainted-grail-conquest,"Awaken Realms Digital , Awaken Realms","Awaken Realms Digital, Awaken Realms",27-May-21,"Xbox One, Xbox Series X","Avalon is dying. King Arthur is long gone, and Knights of the Round Table are in disarray. Guardian Menhirs, the only thing that makes it possible for humans to survive in this remote land, are going dark. Your village chose its best and brightest and sent them on an epic quest to reach Kamelot, find the Grail, and save the land.

You were not among them.

They've never returned, and now it's your turn to lead a band of unlikely heroes, the only ones this land can still provide. These ordinary people set off far too late, under-equipped for the task ahead, and with little hope of success.

Tainted Grail is a dark fantasy open-world RPG with fresh turn-based exploration and combat. It is based around deep, immersive story from one of the best and most innovative board games (biggest Kickstarter project of 2018!), but introduces a whole new experience crafted directly for PC. Collapse",82,generally favorable reviews,10,9,1,0,7.5,generally favorable reviews,31,7,4,1,"Role-Playing, Strategy, Turn-Based, Action RPG, Card Battle",No Online Multiplayer,,#56 Best PC Game of 2021
mvp-baseball-2004,https://www.metacritic.com/game/pc/mvp-baseball-2004,EA Sports,EA Sports,9-Mar-04,PlayStation 2,"Step up to the plate with MVP Baseball 2004. The fundamentals of hitting, pitching, fielding, and base running have been reproduced like never before to give you complete control over every aspect of the game. From swinging for the fences or protecting the plate when you have a two-strike count, the all-new batting model provides unprecedented command of each type of swing in every situation. With great gameplay and many additional features such as Pitching Challenge and Dynasty Mode, MVP Baseball 2004 wins the pennant as the most innovative and realistic baseball experience ever created. Groundbreaking Hitting Control: From hitting to the opposite field to pulling the ball down the line to swinging for the fences, every swing type is included. You Control the Field: Leap over the wall and rob home runs, hook slide to avoid tags, and take out the catcher at home with all-new player control. Pick Your Park: With all-new crowd chants, the addition of classic stadiums, and new lighting to signify various start times for your biggest games, MVP Baseball 2004 puts you in the best seat in the house. Your Dynasty Begins Now: Take full control of your franchise on all the levels -- from the minors to the pros. Play, sim, or manage each game all the way to the World Series. Swing for the Fences Online: Go yard against players across the country in one-on-one or Tournament games, while talking up your game with EA SPORTS? Talk [Electronic Arts] Collapse",82,generally favorable reviews,13,11,2,0,7.5,generally favorable reviews,16,4,0,1,"Sports, Traditional, Team, Baseball, Sim, Sim",12,E,#32 Best PC Game of 2004
europa-1400-the-guild,https://www.metacritic.com/game/pc/europa-1400-the-guild,JoWooD Entertainment AG,4Head Studios,18-Nov-02,,"It's the year 1400. Europe sees the dawn of the ""golden age of the new departures and the free spirit"" - the late Middle Ages. Under the rule of the bourgeoisie and businessmen, more and more towns are emerging from the clutches of the aristocracy and are achieving independence, power and wealth. New businesses are flourishing, bringing financial strength and political influence to a growing economy. However, life in the narrow, overpopulated alleyways and streets of the towns also has its downsides: epidemics and diseases are spreading, and thieves and highwaymen lie in wait to get their piece of the wealth. Now you can try your hand in these exciting times of change. Will you head down the path of an honest craftsman or a dubious priest? [JoWood] Collapse",82,generally favorable reviews,14,11,3,0,8.4,generally favorable reviews,36,7,0,1,"Strategy, Real-Time, Historic, General, Historic",18,T,"#38 Best PC Game of 2002
#62 Most Discussed PC Game of 2002"
battle-realms,https://www.metacritic.com/game/pc/battle-realms,Crave,Liquid Entertainment,7-Nov-01,,"A fantasy RTS combining a unique Living Resource System with a detailed combat model. After seven years of exile, Kenji returns to his war-torn homeland. Will he rise above his bitterness and liberate the land under the Dragon Clan flag, or will he give in to his darker side and conquer it as his father's Serpent Clan did so many years ago? Regardless of Kenji's choice, his actions will force him into conflict with the sinister Lotus Clan, the noble Wolf Clan and a mysterious foe from the past. [Ubi Soft] Collapse",82,generally favorable reviews,16,12,4,0,8.6,generally favorable reviews,82,21,0,1,"Strategy, Real-Time, Fantasy, General, Fantasy, Command",8,T,"#37 Best PC Game of 2001
#31 Most Discussed PC Game of 2001
#3 Most Shared PC Game of 2001"
